,State,District,Year,Season,Crop,Area,Production,Rainfall
3298,Uttar Pradesh,mau,2006,Whole Year,Coriander,20,10,60.0486841
3299,Uttar Pradesh,mau,2007,Rabi,Coriander,17,10,82.26005701
3300,Uttar Pradesh,mau,2008,Rabi,Coriander,15,9,16.39275
3301,Uttar Pradesh,mau,2009,Rabi,Coriander,13,7,32.61425
3302,Uttar Pradesh,mau,2011,Rabi,Coriander,10,5,20.23625
3303,Uttar Pradesh,mau,2012,Rabi,Coriander,12,6,14.5665
3304,Uttar Pradesh,mau,2013,Rabi,Coriander,12,6,2.94075
3305,Uttar Pradesh,meerut,2005,Whole Year,Coriander,9,5,18.531
3306,Uttar Pradesh,meerut,2006,Whole Year,Coriander,12,6,74.62097928
3307,Uttar Pradesh,meerut,2007,Rabi,Coriander,58,34,72.66666494
3308,Uttar Pradesh,meerut,2008,Rabi,Coriander,5,3,14.436
3309,Uttar Pradesh,meerut,2009,Rabi,Coriander,20,11,7.7085
3310,Uttar Pradesh,meerut,2011,Rabi,Coriander,72,40,20.0915
3311,Uttar Pradesh,meerut,2012,Rabi,Coriander,39,21,13.62875
3312,Uttar Pradesh,meerut,2013,Rabi,Coriander,15,8,10.6555
3313,Uttar Pradesh,mirzapur,2005,Whole Year,Coriander,10,6,3.5365
3314,Uttar Pradesh,mirzapur,2006,Whole Year,Coriander,11,6,60.06890934
3315,Uttar Pradesh,mirzapur,2008,Rabi,Coriander,9,5,109.4399091
3316,Uttar Pradesh,mirzapur,2009,Rabi,Coriander,8,5,34.9785
3317,Uttar Pradesh,moradabad,2006,Whole Year,Coriander,12,6,25.3985
3318,Uttar Pradesh,moradabad,2007,Rabi,Coriander,6,3,78.98104486
3319,Uttar Pradesh,moradabad,2008,Rabi,Coriander,8,5,11.489
3320,Uttar Pradesh,moradabad,2009,Rabi,Coriander,4,2,11.16725
3321,Uttar Pradesh,moradabad,2011,Rabi,Coriander,8,4,19.03725
3322,Uttar Pradesh,muzaffarnagar,2009,Rabi,Coriander,5,3,15.38875
3323,Uttar Pradesh,muzaffarnagar,2011,Rabi,Coriander,3,1,19.093
3324,Uttar Pradesh,muzaffarnagar,2013,Rabi,Coriander,3,1,11.59325
3325,Uttar Pradesh,pilibhit,2006,Whole Year,Coriander,6,3,3.19925
3326,Uttar Pradesh,pilibhit,2008,Rabi,Coriander,1,1,84.28294931
3327,Uttar Pradesh,pratapgarh,2005,Whole Year,Coriander,25,14,20.3345
3328,Uttar Pradesh,pratapgarh,2006,Whole Year,Coriander,128,67,63.04988378
3329,Uttar Pradesh,pratapgarh,2007,Rabi,Coriander,29,17,97.24957365
3330,Uttar Pradesh,pratapgarh,2008,Rabi,Coriander,30,18,21.5925
3331,Uttar Pradesh,pratapgarh,2009,Rabi,Coriander,34,19,32.939
3332,Uttar Pradesh,pratapgarh,2011,Rabi,Coriander,19,10,19.2255
3333,Uttar Pradesh,pratapgarh,2012,Rabi,Coriander,29,16,20.3335
3334,Uttar Pradesh,pratapgarh,2013,Rabi,Coriander,45,25,3.0205
3335,Uttar Pradesh,rae bareli,2005,Whole Year,Coriander,551,315,20.3535
3336,Uttar Pradesh,rae bareli,2006,Whole Year,Coriander,394,205,66.56963835
3337,Uttar Pradesh,rae bareli,2007,Rabi,Coriander,422,245,94.00613653
3338,Uttar Pradesh,rae bareli,2008,Rabi,Coriander,396,236,20.0635
3339,Uttar Pradesh,rae bareli,2009,Rabi,Coriander,257,146,31.62925
3340,Uttar Pradesh,rae bareli,2011,Rabi,Coriander,388,215,20.87025
3341,Uttar Pradesh,rae bareli,2012,Rabi,Coriander,366,198,20.99825
3342,Uttar Pradesh,rae bareli,2013,Rabi,Coriander,387,212,3.03575
3343,Uttar Pradesh,rampur,2005,Whole Year,Coriander,1,1,19.4125
3344,Uttar Pradesh,rampur,2006,Whole Year,Coriander,2,1,86.52783583
3345,Uttar Pradesh,rampur,2008,Rabi,Coriander,29,17,81.53815299
3346,Uttar Pradesh,rampur,2009,Rabi,Coriander,28,16,13.73725
3347,Uttar Pradesh,rampur,2011,Rabi,Coriander,14,8,17.8235
3348,Uttar Pradesh,rampur,2012,Rabi,Coriander,3,2,15.8165
3349,Uttar Pradesh,rampur,2013,Rabi,Coriander,12,7,3.347
3350,Uttar Pradesh,saharanpur,2009,Rabi,Coriander,6,3,4.785
3351,Uttar Pradesh,saharanpur,2011,Rabi,Coriander,12,7,19.4475
3352,Uttar Pradesh,saharanpur,2012,Rabi,Coriander,1,1,8.171
3353,Uttar Pradesh,saharanpur,2013,Rabi,Coriander,5,3,6.56225
3354,Uttar Pradesh,sant ravidas nagar,2009,Rabi,Coriander,3,2,2.80125
3355,Uttar Pradesh,shahjahanpur,2005,Whole Year,Coriander,158,90,23.08075
3356,Uttar Pradesh,shahjahanpur,2006,Whole Year,Coriander,120,63,83.01230679
3357,Uttar Pradesh,shahjahanpur,2007,Rabi,Coriander,104,61,78.16144223
3358,Uttar Pradesh,shahjahanpur,2008,Rabi,Coriander,114,68,11.0085
3359,Uttar Pradesh,shahjahanpur,2009,Rabi,Coriander,54,31,18.78
3360,Uttar Pradesh,shahjahanpur,2011,Rabi,Coriander,85,47,19.58275
3361,Uttar Pradesh,shahjahanpur,2012,Rabi,Coriander,20,11,17.5935
3362,Uttar Pradesh,shahjahanpur,2013,Rabi,Coriander,177,97,2.88375
3363,Uttar Pradesh,siddharth nagar,2005,Whole Year,Coriander,246,141,8.69275
3364,Uttar Pradesh,siddharth nagar,2006,Whole Year,Coriander,152,79,85.57536202
3365,Uttar Pradesh,siddharth nagar,2007,Rabi,Coriander,244,141,87.14378017
3366,Uttar Pradesh,siddharth nagar,2008,Rabi,Coriander,232,139,15.152
3367,Uttar Pradesh,siddharth nagar,2009,Rabi,Coriander,219,124,30.05125
3368,Uttar Pradesh,siddharth nagar,2011,Rabi,Coriander,291,161,17.37775
3369,Uttar Pradesh,siddharth nagar,2012,Rabi,Coriander,283,153,17.72975
3370,Uttar Pradesh,siddharth nagar,2013,Rabi,Coriander,264,144,3.50625
3371,Uttar Pradesh,sitapur,2005,Whole Year,Coriander,216,124,20.0575
3372,Uttar Pradesh,sitapur,2006,Whole Year,Coriander,186,97,82.45283573
3373,Uttar Pradesh,sitapur,2007,Rabi,Coriander,250,145,78.42115298
3374,Uttar Pradesh,sitapur,2008,Rabi,Coriander,184,110,14.89975
3375,Uttar Pradesh,sitapur,2009,Rabi,Coriander,696,395,26.914
3376,Uttar Pradesh,sitapur,2011,Rabi,Coriander,367,203,20.25275
3377,Uttar Pradesh,sitapur,2012,Rabi,Coriander,344,186,18.44825
3378,Uttar Pradesh,sitapur,2013,Rabi,Coriander,361,198,3.42375
3379,Uttar Pradesh,sonbhadra,2005,Whole Year,Coriander,40,23,14.2
3380,Uttar Pradesh,sonbhadra,2006,Whole Year,Coriander,22,11,67.05172421
3381,Uttar Pradesh,sonbhadra,2007,Rabi,Coriander,54,31,121.1045604
3382,Uttar Pradesh,sonbhadra,2008,Rabi,Coriander,43,26,14.21575
3383,Uttar Pradesh,sonbhadra,2009,Rabi,Coriander,29,16,38.16275
3384,Uttar Pradesh,sonbhadra,2011,Rabi,Coriander,34,19,30.313
3385,Uttar Pradesh,sonbhadra,2012,Rabi,Coriander,24,13,19.1875
3386,Uttar Pradesh,sonbhadra,2013,Rabi,Coriander,22,12,3.169
3387,Uttar Pradesh,sultanpur,2005,Whole Year,Coriander,48,27,21.31225
3388,Uttar Pradesh,sultanpur,2006,Whole Year,Coriander,148,77,66.60896135
3389,Uttar Pradesh,sultanpur,2007,Rabi,Coriander,49,28,89.63358011
3390,Uttar Pradesh,sultanpur,2008,Rabi,Coriander,35,21,17.96475
3391,Uttar Pradesh,sultanpur,2009,Rabi,Coriander,37,21,31.38825
3392,Uttar Pradesh,sultanpur,2011,Rabi,Coriander,59,33,17.06375
3393,Uttar Pradesh,sultanpur,2012,Rabi,Coriander,97,53,18.0045
3394,Uttar Pradesh,sultanpur,2013,Rabi,Coriander,84,46,2.97975
3395,Uttar Pradesh,unnao,2005,Whole Year,Coriander,64,36,19.7295
3396,Uttar Pradesh,unnao,2006,Whole Year,Coriander,85,44,68.83948799
3397,Uttar Pradesh,unnao,2007,Rabi,Coriander,99,57,89.070874
3398,Uttar Pradesh,unnao,2008,Rabi,Coriander,142,85,16.58525
3399,Uttar Pradesh,unnao,2009,Rabi,Coriander,181,102,28.0815
3400,Uttar Pradesh,unnao,2011,Rabi,Coriander,159,88,22.1265
3401,Uttar Pradesh,unnao,2012,Rabi,Coriander,108,58,22.5215
3402,Uttar Pradesh,unnao,2013,Rabi,Coriander,105,57,3.31825
3403,Uttar Pradesh,varanasi,2005,Whole Year,Coriander,24,14,16.538
3404,Uttar Pradesh,varanasi,2006,Whole Year,Coriander,51,27,58.37278267
3405,Uttar Pradesh,varanasi,2007,Rabi,Coriander,44,25,98.06589856
3406,Uttar Pradesh,varanasi,2008,Rabi,Coriander,20,12,17.77275
3407,Uttar Pradesh,varanasi,2009,Rabi,Coriander,39,22,34.10275
3408,Uttar Pradesh,varanasi,2011,Rabi,Coriander,19,10,22.60675
3409,Uttar Pradesh,varanasi,2012,Rabi,Coriander,18,10,17.78575
3410,Uttar Pradesh,varanasi,2013,Rabi,Coriander,17,9,2.89325
3411,Andhra Pradesh,anantapur,2000,Whole Year,Turmeric,39,272,18.53925
3412,Andhra Pradesh,anantapur,2001,Whole Year,Turmeric,8,40,67.71958695
3413,Andhra Pradesh,anantapur,2004,Whole Year,Turmeric,4,36,58.81254891
3414,Andhra Pradesh,anantapur,2005,Whole Year,Turmeric,2,15,58.06637127
3415,Andhra Pradesh,anantapur,2006,Whole Year,Turmeric,1,8,61.95586427
3416,Andhra Pradesh,anantapur,2008,Whole Year,Turmeric,4,40,53.45682202
3417,Andhra Pradesh,anantapur,2010,Whole Year,Turmeric,13,102,76.05254043
3418,Andhra Pradesh,anantapur,2011,Whole Year,Turmeric,321,2645,79.51930236
3419,Andhra Pradesh,anantapur,2012,Kharif,Turmeric,65,728,60.26994186
3420,Andhra Pradesh,anantapur,2013,Kharif,Turmeric,46,567,159.887
3421,Andhra Pradesh,chittoor,2000,Whole Year,Turmeric,89,620,118.8506667
3422,Andhra Pradesh,chittoor,2001,Whole Year,Turmeric,69,341,93.07042125
3423,Andhra Pradesh,chittoor,2002,Whole Year,Turmeric,76,247,82.27970177
3424,Andhra Pradesh,chittoor,2003,Whole Year,Turmeric,60,417,76.64689181
3425,Andhra Pradesh,chittoor,2004,Whole Year,Turmeric,88,794,76.69557432
3426,Andhra Pradesh,chittoor,2005,Whole Year,Turmeric,52,394,63.75546453
3427,Andhra Pradesh,chittoor,2006,Whole Year,Turmeric,81,635,90.57345538
3428,Andhra Pradesh,chittoor,2008,Whole Year,Turmeric,64,646,70.78987128
3429,Andhra Pradesh,chittoor,2009,Whole Year,Turmeric,32,387,103.2955824
3430,Andhra Pradesh,chittoor,2010,Whole Year,Turmeric,47,369,94.67613187
3431,Andhra Pradesh,chittoor,2011,Whole Year,Turmeric,31,255,89.70842766
3432,Andhra Pradesh,chittoor,2012,Kharif,Turmeric,17,190,73.48261897
3433,Andhra Pradesh,chittoor,2013,Kharif,Turmeric,16,197,183.9003333
3434,Andhra Pradesh,east godavari,2000,Whole Year,Turmeric,282,1266,156.032
3435,Andhra Pradesh,east godavari,2001,Whole Year,Turmeric,239,1033,111.4774683
3436,Andhra Pradesh,east godavari,2002,Whole Year,Turmeric,265,1421,97.21445569
3437,Andhra Pradesh,east godavari,2003,Whole Year,Turmeric,222,1370,110.046038
3438,Andhra Pradesh,east godavari,2004,Whole Year,Turmeric,416,3363,114.5195032
3439,Andhra Pradesh,east godavari,2005,Whole Year,Turmeric,410,2571,99.05979193
3440,Andhra Pradesh,east godavari,2006,Whole Year,Turmeric,289,1699,78.23498266
3441,Andhra Pradesh,east godavari,2008,Whole Year,Turmeric,267,1835,117.5474152
3442,Andhra Pradesh,east godavari,2009,Whole Year,Turmeric,165,1029,117.1033848
3443,Andhra Pradesh,east godavari,2010,Whole Year,Turmeric,339,2070,109.7570321
3444,Andhra Pradesh,east godavari,2011,Whole Year,Turmeric,296,2222,106.580086
3445,Andhra Pradesh,east godavari,2012,Kharif,Turmeric,183,1212,73.44317383
3446,Andhra Pradesh,east godavari,2013,Kharif,Turmeric,159,1059,203.1666667
3447,Andhra Pradesh,guntur,2000,Whole Year,Turmeric,4902,25647,200.9726667
3448,Andhra Pradesh,guntur,2001,Whole Year,Turmeric,4266,22964,77.068489
3449,Andhra Pradesh,guntur,2002,Whole Year,Turmeric,4625,29669,73.40620742
3450,Andhra Pradesh,guntur,2003,Whole Year,Turmeric,4289,30649,80.14526728
3451,Andhra Pradesh,guntur,2004,Whole Year,Turmeric,4846,34184,79.92127227
3452,Andhra Pradesh,guntur,2005,Whole Year,Turmeric,5219,34127,63.22410602
3453,Andhra Pradesh,guntur,2006,Whole Year,Turmeric,5359,32047,65.6001755
3454,Andhra Pradesh,guntur,2008,Whole Year,Turmeric,4394,30354,97.88518129
3455,Andhra Pradesh,guntur,2009,Whole Year,Turmeric,4704,24301,99.48182765
3456,Andhra Pradesh,guntur,2010,Whole Year,Turmeric,5413,35027,85.49998564
3457,Andhra Pradesh,guntur,2011,Whole Year,Turmeric,5593,43737,76.16858214
3458,Andhra Pradesh,guntur,2012,Kharif,Turmeric,5013,32695,51.93438184
3459,Andhra Pradesh,guntur,2013,Kharif,Turmeric,5276,36858,147.9666667
3460,Andhra Pradesh,krishna,2000,Whole Year,Turmeric,2713,12184,161.3726667
3461,Andhra Pradesh,krishna,2001,Whole Year,Turmeric,2081,7976,93.04830604
3462,Andhra Pradesh,krishna,2002,Whole Year,Turmeric,1711,8141,84.7545255
3463,Andhra Pradesh,krishna,2003,Whole Year,Turmeric,1410,12243,87.48662713
3464,Andhra Pradesh,krishna,2004,Whole Year,Turmeric,1806,25065,95.55663559
3465,Andhra Pradesh,krishna,2005,Whole Year,Turmeric,2504,19471,75.7361363
3466,Andhra Pradesh,krishna,2006,Whole Year,Turmeric,2011,16617,64.60584469
3467,Andhra Pradesh,krishna,2008,Whole Year,Turmeric,1884,20183,111.0824037
3468,Andhra Pradesh,krishna,2009,Whole Year,Turmeric,2024,23414,108.1519056
3469,Andhra Pradesh,krishna,2010,Whole Year,Turmeric,2014,17252,100.3171588
3470,Andhra Pradesh,krishna,2011,Whole Year,Turmeric,2670,28540,84.76226323
3471,Andhra Pradesh,krishna,2012,Kharif,Turmeric,2035,22179,57.39660527
3472,Andhra Pradesh,krishna,2013,Kharif,Turmeric,2130,23626,177.652
3473,Andhra Pradesh,kurnool,2000,Whole Year,Turmeric,1324,9221,174.417
3474,Andhra Pradesh,kurnool,2001,Whole Year,Turmeric,878,4338,54.41500352
3475,Andhra Pradesh,kurnool,2002,Whole Year,Turmeric,878,2848,50.43733363
3476,Andhra Pradesh,kurnool,2003,Whole Year,Turmeric,691,4806,54.70461114
3477,Andhra Pradesh,kurnool,2004,Whole Year,Turmeric,1568,14151,52.36571759
3478,Andhra Pradesh,kurnool,2005,Whole Year,Turmeric,978,7409,46.25097647
3479,Andhra Pradesh,kurnool,2006,Whole Year,Turmeric,1183,9277,52.08291471
3480,Andhra Pradesh,kurnool,2008,Whole Year,Turmeric,941,9495,50.57524289
3481,Andhra Pradesh,kurnool,2009,Whole Year,Turmeric,995,12047,65.89024474
3482,Andhra Pradesh,kurnool,2010,Whole Year,Turmeric,1918,15098,57.50135373
3483,Andhra Pradesh,kurnool,2011,Whole Year,Turmeric,4778,39371,62.85519614
3484,Andhra Pradesh,kurnool,2012,Kharif,Turmeric,2435,60210,45.68443301
3485,Andhra Pradesh,kurnool,2013,Kharif,Turmeric,1771,32305,124.6403333
3486,Andhra Pradesh,kurnool,2013,Rabi,Turmeric,1,18,109.966
3487,Andhra Pradesh,prakasam,2000,Whole Year,Turmeric,246,1105,41.118
3488,Andhra Pradesh,prakasam,2001,Whole Year,Turmeric,314,1357,69.19090394
3489,Andhra Pradesh,prakasam,2002,Whole Year,Turmeric,183,981,67.92107533
3490,Andhra Pradesh,prakasam,2003,Whole Year,Turmeric,172,1061,75.28792294
3491,Andhra Pradesh,prakasam,2004,Whole Year,Turmeric,89,719,67.25774358
3492,Andhra Pradesh,prakasam,2005,Whole Year,Turmeric,149,934,52.57647863
3493,Andhra Pradesh,prakasam,2006,Whole Year,Turmeric,176,1035,68.13362322
3494,Andhra Pradesh,prakasam,2008,Whole Year,Turmeric,329,2261,80.2637186
3495,Andhra Pradesh,prakasam,2009,Whole Year,Turmeric,281,1752,92.39381055
3496,Andhra Pradesh,prakasam,2010,Whole Year,Turmeric,532,3248,75.12423421
3497,Andhra Pradesh,prakasam,2011,Whole Year,Turmeric,1343,10084,68.77376952
3498,Andhra Pradesh,prakasam,2012,Kharif,Turmeric,557,3690,50.54323079
3499,Andhra Pradesh,prakasam,2012,Rabi,Turmeric,25,166,133.469
3500,Andhra Pradesh,prakasam,2013,Kharif,Turmeric,762,5073,33.42975
3501,Andhra Pradesh,prakasam,2013,Rabi,Turmeric,34,226,150.7986667
3502,Andhra Pradesh,srikakulam,2000,Whole Year,Turmeric,265,1190,75.381
3503,Andhra Pradesh,srikakulam,2001,Whole Year,Turmeric,235,1016,92.41652537
3504,Andhra Pradesh,srikakulam,2002,Whole Year,Turmeric,229,1228,82.66337711
3505,Andhra Pradesh,srikakulam,2003,Whole Year,Turmeric,246,1518,107.1009481
3506,Andhra Pradesh,srikakulam,2004,Whole Year,Turmeric,265,2142,97.62949567
3507,Andhra Pradesh,srikakulam,2005,Whole Year,Turmeric,261,1637,104.7498746
3508,Andhra Pradesh,srikakulam,2006,Whole Year,Turmeric,267,1570,90.66048955
3509,Andhra Pradesh,srikakulam,2008,Whole Year,Turmeric,251,1725,88.4767908
3510,Andhra Pradesh,srikakulam,2009,Whole Year,Turmeric,231,1440,90.96038049
3511,Andhra Pradesh,srikakulam,2010,Whole Year,Turmeric,200,1221,81.72119837
3512,Andhra Pradesh,srikakulam,2011,Whole Year,Turmeric,227,1704,115.3804332
3513,Andhra Pradesh,srikakulam,2012,Kharif,Turmeric,219,1451,75.6612861
3514,Andhra Pradesh,srikakulam,2013,Kharif,Turmeric,214,1425,137.726
3515,Andhra Pradesh,vizianagaram,2000,Whole Year,Turmeric,33,148,184.1086667
3516,Andhra Pradesh,vizianagaram,2001,Whole Year,Turmeric,33,143,108.0278039
3517,Andhra Pradesh,vizianagaram,2002,Whole Year,Turmeric,63,338,95.77523366
3518,Andhra Pradesh,vizianagaram,2003,Whole Year,Turmeric,46,284,130.6643528
3519,Andhra Pradesh,vizianagaram,2004,Whole Year,Turmeric,35,283,115.9050294
3520,Andhra Pradesh,vizianagaram,2005,Whole Year,Turmeric,110,690,117.4205858
3521,Andhra Pradesh,vizianagaram,2006,Whole Year,Turmeric,155,911,99.61421548
3522,Andhra Pradesh,vizianagaram,2008,Whole Year,Turmeric,221,1519,100.2514346
3523,Andhra Pradesh,vizianagaram,2009,Whole Year,Turmeric,192,1197,101.5394475
3524,Andhra Pradesh,vizianagaram,2010,Whole Year,Turmeric,224,1368,92.94695396
3525,Andhra Pradesh,vizianagaram,2011,Whole Year,Turmeric,203,1524,126.1776628
3526,Andhra Pradesh,vizianagaram,2012,Kharif,Turmeric,107,709,87.3032219
3527,Andhra Pradesh,vizianagaram,2013,Kharif,Turmeric,128,852,170.9136667
3528,Andhra Pradesh,west godavari,2000,Whole Year,Turmeric,615,2761,206.4423333
3529,Andhra Pradesh,west godavari,2001,Whole Year,Turmeric,263,1137,105.1460769
3530,Andhra Pradesh,west godavari,2002,Whole Year,Turmeric,254,1362,93.71033974
3531,Andhra Pradesh,west godavari,2003,Whole Year,Turmeric,219,1351,98.93536164
3532,Andhra Pradesh,west godavari,2004,Whole Year,Turmeric,274,2215,105.6769468
3533,Andhra Pradesh,west godavari,2005,Whole Year,Turmeric,429,2690,85.89466223
3534,Andhra Pradesh,west godavari,2006,Whole Year,Turmeric,357,2099,68.97563852
3535,Andhra Pradesh,west godavari,2008,Whole Year,Turmeric,106,728,116.9101365
3536,Andhra Pradesh,west godavari,2009,Whole Year,Turmeric,143,891,113.3926051
3537,Andhra Pradesh,west godavari,2010,Whole Year,Turmeric,302,1844,108.5192171
3538,Andhra Pradesh,west godavari,2011,Whole Year,Turmeric,897,6735,94.87401809
3539,Andhra Pradesh,west godavari,2012,Kharif,Turmeric,266,1762,65.83283484
3540,Andhra Pradesh,west godavari,2013,Kharif,Turmeric,199,1325,200.951
3541,Arunachal Pradesh,changlang,1998,Whole Year,Turmeric,105,535,189.3893333
3542,Arunachal Pradesh,changlang,1999,Whole Year,Turmeric,110,565,139.4199583
3543,Arunachal Pradesh,changlang,2000,Whole Year,Turmeric,99,455,147.6208299
3544,Arunachal Pradesh,changlang,2001,Whole Year,Turmeric,95,444,189.9295692
3545,Arunachal Pradesh,changlang,2002,Whole Year,Turmeric,80,416,165.3812141
3546,Arunachal Pradesh,changlang,2003,Whole Year,Turmeric,65,335,187.8641012
3547,Arunachal Pradesh,changlang,2005,Whole Year,Turmeric,80,408,190.3945918
3548,Arunachal Pradesh,changlang,2006,Whole Year,Turmeric,51,259,182.4677472
3549,Arunachal Pradesh,changlang,2007,Whole Year,Turmeric,53,276,156.2224789
3550,Arunachal Pradesh,changlang,2008,Whole Year,Turmeric,63,353,177.3579566
3551,Arunachal Pradesh,changlang,2009,Whole Year,Turmeric,85,578,156.327663
3552,Arunachal Pradesh,changlang,2010,Whole Year,Turmeric,90,585,146.4852219
3553,Arunachal Pradesh,changlang,2011,Whole Year,Turmeric,92,602,181.5004352
3554,Arunachal Pradesh,changlang,2012,Whole Year,Turmeric,85,553,170.8868696
3555,Arunachal Pradesh,changlang,2013,Whole Year,Turmeric,86,559,164.1516558
3556,Arunachal Pradesh,dibang valley,2000,Whole Year,Turmeric,50,400,164.1865546
3557,Arunachal Pradesh,dibang valley,2001,Whole Year,Turmeric,60,400,157.9260193
3558,Arunachal Pradesh,dibang valley,2008,Whole Year,Turmeric,22,39,135.9744183
3559,Arunachal Pradesh,dibang valley,2009,Whole Year,Turmeric,22,39,142.1440224
3560,Arunachal Pradesh,east kameng,2008,Whole Year,Turmeric,18,62,126.1901685
3561,Arunachal Pradesh,east siang,1998,Whole Year,Turmeric,90,164,189.1717284
3562,Arunachal Pradesh,east siang,1999,Whole Year,Turmeric,102,164,160.0730903
3563,Arunachal Pradesh,east siang,2000,Whole Year,Turmeric,120,220,180.3489242
3564,Arunachal Pradesh,east siang,2001,Whole Year,Turmeric,150,280,189.7231603
3565,Arunachal Pradesh,east siang,2002,Whole Year,Turmeric,150,300,157.85968
3566,Arunachal Pradesh,east siang,2003,Whole Year,Turmeric,150,300,195.7888067
3567,Arunachal Pradesh,east siang,2004,Whole Year,Turmeric,90,224,200.3788172
3568,Arunachal Pradesh,east siang,2005,Whole Year,Turmeric,193,386,159.1435681
3569,Arunachal Pradesh,east siang,2006,Whole Year,Turmeric,193,386,190.2962973
3570,Arunachal Pradesh,east siang,2007,Whole Year,Turmeric,193,369,163.7946081
3571,Arunachal Pradesh,east siang,2008,Whole Year,Turmeric,193,386,186.2862173
3572,Arunachal Pradesh,east siang,2009,Whole Year,Turmeric,193,386,164.9681014
3573,Arunachal Pradesh,east siang,2010,Whole Year,Turmeric,193,386,147.6290085
3574,Arunachal Pradesh,east siang,2011,Whole Year,Turmeric,197,398,199.224584
3575,Arunachal Pradesh,east siang,2012,Whole Year,Turmeric,204,404,169.765632
3576,Arunachal Pradesh,east siang,2013,Whole Year,Turmeric,214,427,181.2608027
3577,Arunachal Pradesh,lohit,1998,Whole Year,Turmeric,76,157,168.6804002
3578,Arunachal Pradesh,lohit,1999,Whole Year,Turmeric,80,200,135.6019028
3579,Arunachal Pradesh,lohit,2000,Whole Year,Turmeric,85,221,144.4280752
3580,Arunachal Pradesh,lohit,2001,Whole Year,Turmeric,90,225,181.3488396
3581,Arunachal Pradesh,lohit,2002,Whole Year,Turmeric,89,223,158.9636533
3582,Arunachal Pradesh,lohit,2003,Whole Year,Turmeric,94,235,182.3768044
3583,Arunachal Pradesh,lohit,2004,Whole Year,Turmeric,60,420,178.651317
3584,Arunachal Pradesh,lohit,2005,Whole Year,Turmeric,42,165,147.0707764
3585,Arunachal Pradesh,lohit,2006,Whole Year,Turmeric,110,330,168.042898
3586,Arunachal Pradesh,lohit,2007,Whole Year,Turmeric,110,387,147.5959915
3587,Arunachal Pradesh,lohit,2008,Whole Year,Turmeric,116,394,176.5230826
3588,Arunachal Pradesh,lohit,2009,Whole Year,Turmeric,118,389,156.8255902
3589,Arunachal Pradesh,lohit,2010,Whole Year,Turmeric,120,600,143.6528825
3590,Arunachal Pradesh,lohit,2011,Whole Year,Turmeric,123,618,184.4905735
3591,Arunachal Pradesh,lohit,2012,Whole Year,Turmeric,125,694,171.8882145
3592,Arunachal Pradesh,lohit,2013,Whole Year,Turmeric,120,688,164.6976845
3593,Arunachal Pradesh,lower subansiri,1998,Whole Year,Turmeric,25,50,162.378307
3594,Arunachal Pradesh,lower subansiri,1999,Whole Year,Turmeric,30,240,162.1401181
3595,Arunachal Pradesh,lower subansiri,2000,Whole Year,Turmeric,40,326,162.6008432
3596,Arunachal Pradesh,lower subansiri,2001,Whole Year,Turmeric,5,10,189.8004869
3597,Arunachal Pradesh,lower subansiri,2002,Whole Year,Turmeric,35,245,155.8441239
3598,Arunachal Pradesh,lower subansiri,2004,Whole Year,Turmeric,12,20,190.2000103
3599,Arunachal Pradesh,tawang,2002,Whole Year,Turmeric,13,98,169.8503195
3600,Arunachal Pradesh,tawang,2003,Whole Year,Turmeric,15,33,205.9654359
3601,Arunachal Pradesh,tawang,2004,Whole Year,Turmeric,13,28,249.7810363
3602,Arunachal Pradesh,tawang,2005,Whole Year,Turmeric,12,27,197.598003
3603,Arunachal Pradesh,tawang,2006,Whole Year,Turmeric,14,30,194.1303336
3604,Arunachal Pradesh,tawang,2007,Whole Year,Turmeric,14,31,190.8383611
3605,Arunachal Pradesh,tawang,2008,Whole Year,Turmeric,14,31,221.9316134
3606,Arunachal Pradesh,tawang,2009,Whole Year,Turmeric,12,34,203.4950511
3607,Arunachal Pradesh,tawang,2010,Whole Year,Turmeric,15,33,171.3690043
3608,Arunachal Pradesh,tawang,2011,Whole Year,Turmeric,16,34,207.791167
3609,Arunachal Pradesh,tawang,2012,Whole Year,Turmeric,15,33,215.7967639
3610,Arunachal Pradesh,tawang,2013,Whole Year,Turmeric,15,33,197.866647
3611,Arunachal Pradesh,tirap,1998,Whole Year,Turmeric,15,64,211.3737206
3612,Arunachal Pradesh,tirap,1999,Whole Year,Turmeric,12,74,145.2185417
3613,Arunachal Pradesh,tirap,2000,Whole Year,Turmeric,20,100,157.5397951
3614,Arunachal Pradesh,tirap,2001,Whole Year,Turmeric,25,135,200.9007329
3615,Arunachal Pradesh,tirap,2002,Whole Year,Turmeric,25,120,169.2258111
3616,Arunachal Pradesh,tirap,2004,Whole Year,Turmeric,20,142,193.9100676
3617,Arunachal Pradesh,upper subansiri,1998,Whole Year,Turmeric,20,150,174.5416463
3618,Arunachal Pradesh,upper subansiri,1999,Whole Year,Turmeric,30,80,150.6045347
3619,Arunachal Pradesh,upper subansiri,2001,Whole Year,Turmeric,60,430,148.1142112
3620,Arunachal Pradesh,upper subansiri,2002,Whole Year,Turmeric,5,14,126.1242376
3621,Arunachal Pradesh,upper subansiri,2003,Whole Year,Turmeric,11,19,169.7795198
3622,Arunachal Pradesh,upper subansiri,2004,Whole Year,Turmeric,47,191,186.4633766
3623,Arunachal Pradesh,west siang,1998,Whole Year,Turmeric,35,79,142.6585314
3624,Arunachal Pradesh,west siang,1999,Whole Year,Turmeric,40,150,141.2512431
